Country Name,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),Adjusted savings: natural resources depletion (% of GNI),Adjusted savings: net forest depletion (% of GNI),CO2 emissions (metric tons per capita),Control of Corruption: Estimate,Government Effectiveness: Estimate,Regulatory Quality: Estimate,Renewable energy consumption (% of total final energy consumption),Rule of Law: Estimate,ESG_Proxy,E_Score,S_Score,G_Score,ESG_Final
"Egypt, Arab Rep.",,1.0,,,,0.28114934637742106,0.4495606740548285,0.36653945888185907,,0.48523610884135737,0.5164971176310933,1.0,1.0,0.39707428342839646,0.8059564149383908
Belize,,0.9957716701902748,,,,0.4011961909886234,0.4201130534801974,0.41656658547773495,,0.37721313618559515,0.5221721272644851,0.9957716701902748,0.9957716701902748,0.40566187644087626,0.805852718631503
El Salvador,,0.982029598308668,,,,0.32406056070282957,0.5119790832918595,0.4426964024194883,,0.44092487403946645,0.5403381037524624,0.982029598308668,0.982029598308668,0.43320569060868436,0.8053979574770415
Early-demographic dividend,,0.9545923689680995,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5758886683695184,0.9545923689680995,0.9545923689680995,0.487251889800151,0.8041850807571822
Azerbaijan,,1.0,,,,0.17813016907024354,0.4940943041663356,0.485103038597691,,0.3937302406004588,0.5102115504869458,1.0,1.0,0.3887963233156201,0.8032922640933848
Guyana,,0.9883720930232558,,,,0.3649225127412643,0.437727355802204,0.3883541830767311,,0.44741544037429765,0.5253583170035506,0.9883720930232558,0.9883720930232558,0.4118070390990597,0.8028123349806507
Bosnia and Herzegovina,,1.0,,,,0.31940184463506927,0.29278153780427496,0.47818459659284734,,0.4451214666347679,0.5070978891333919,1.0,1.0,0.38469569661029385,0.8019725321844102
Middle income,,0.9488201740306164,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5747342293820217,0.9488201740306164,0.9488201740306164,0.487251889800151,0.8002705896272471
Panama,,0.9682875264270614,,,,0.3086935212938888,0.45597486826791134,0.5335793283634117,,0.4465185147130127,0.5426107518130572,0.9682875264270614,0.9682875264270614,0.4398183245402544,0.7982067756641522
Ukraine,,1.0,,,,0.2953347194239174,0.42420136482897075,0.4515310562007405,,0.31674353656849785,0.4975621354044253,1.0,1.0,0.3721373089257167,0.7979307829242102
Suriname,,0.9957716701902748,,,,0.3601805813120389,0.2929051902086285,0.35320606477912797,,0.5144104332239662,0.5032947879428072,0.9957716701902748,0.9957716701902748,0.38080081643522595,0.7978515186837559
Small states,,0.9450313006343996,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5739764547027784,0.9450313006343996,0.9450313006343996,0.487251889800151,0.7977011145033863
Paraguay,,0.9978858350951374,,,,0.20982848720096572,0.4016530018164086,0.4914652787444029,,0.39000008186803603,0.49816653694499013,0.9978858350951374,0.9978858350951374,0.3734901552482114,0.7969324292536579
Other small states,,0.9419035524849598,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5733509050728903,0.9419035524849598,0.9419035524849598,0.487251889800151,0.7955799903001571
Mexico,,0.9968287526427062,,,,0.21837600922114692,0.458420166096859,0.4716462135324574,,0.3363469090409328,0.49632361010682047,0.9968287526427062,0.9968287526427062,0.3713414903350889,0.7955240355729258
Timor-Leste,,1.0,,,,0.4010603402308136,0.31987483558990526,0.40435238086629255,,0.3297358226883259,0.4910046758750674,1.0,1.0,0.36350127224353573,0.7951513899202712
Cuba,,1.0,,,,0.4405515431038572,0.39875495873471506,0.18849481429675974,,0.4209007369463916,0.48974041061634466,1.0,1.0,0.3618362614109937,0.794615528433138
Uzbekistan,,1.0,,,,0.2674023798907585,0.4400349224055181,0.38541921159679116,,0.33002559845177587,0.48457642246896865,1.0,1.0,0.35503539731607575,0.7924267612032401
Algeria,,1.0,,,,0.3176188248701659,0.3568621220646444,0.3063401889169918,,0.36698294066960724,0.46956081530428195,1.0,1.0,0.3352601575759145,0.786062364546794
Peru,,0.959830866807611,,,,0.2873048690985477,0.3952364017897098,0.5705176153641419,,0.40053882289225423,0.5226857151904529,0.959830866807611,0.959830866807611,0.41580491783523843,0.7847433848779753
Ecuador,,0.9862579281183932,,,,0.3042653174009736,0.3947257405838508,0.35530504654978134,,0.30011933335913965,0.46813467320242774,0.9862579281183932,0.9862579281183932,0.33700156243171364,0.7773034427494604
Bangladesh,,0.9947145877378436,,,,0.19529807284360307,0.3510070389358928,0.3135680359196902,,0.409027696698154,0.4527230864270367,0.9947145877378436,0.9947145877378436,0.3144773771739793,0.7757893314381397
Guatemala,,1.0,,,,0.1951262928556386,0.3079892438190348,0.4464345836814662,,0.2720061779274256,0.44431125965671303,1.0,1.0,0.3020070223022715,0.7753602873162401
Lower middle income,,0.9076963528089028,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.566509465137679,0.9076963528089028,0.9076963528089028,0.487251889800151,0.772381920733534
"Micronesia, Fed. Sts.",,0.8615221987315012,,,,0.633572876164844,0.5511382180083376,0.38471742661676206,,0.6834025565134055,0.62287065520697,0.8615221987315012,0.8615221987315012,0.5736404736762417,0.7688713124480515
Low & middle income,,0.8994933528018245,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5648688651362633,0.8994933528018245,0.8994933528018245,0.487251889800151,0.7668189466631248
Kyrgyz Republic,,1.0,,,,0.1722336605053572,0.3093754415469923,0.3769200188564559,,0.24835358958675152,0.42137654209911135,1.0,1.0,0.2718024802481163,0.7656393590754286
IDA & IBRD total,,0.8976227157970751,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5644947377353134,0.8976227157970751,0.8976227157970751,0.487251889800151,0.765550349181278
Bolivia,,0.9978858350951374,,,,0.26032126972569014,0.3634609801153794,0.2575573474797714,,0.2375340297897543,0.42335189244114657,0.9978858350951374,0.9978858350951374,0.27496083739166655,0.7652220849358298
Russian Federation,,1.0,,,,0.19902324615018946,0.34775050396342067,0.2692821256871283,,0.2451183473770303,0.4122348446355537,1.0,1.0,0.2597630564012387,0.7617646313915466
Belarus,,1.0,,,,0.3001944032642485,0.28768974555755916,0.20592396001427804,,0.22997136301750382,0.40475589437071785,1.0,1.0,0.24991343574522606,0.758594662602593
Ghana,,0.8890063424947147,,,,0.4304424283155973,0.4811740208774839,0.4698008382012747,,0.5054657129534947,0.555177868568513,0.8890063424947147,0.8890063424947147,0.47725128508232345,0.7564884794951516
Pacific island small states,,0.8823527628102548,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5614407471379493,0.8823527628102548,0.8823527628102548,0.487251889800151,0.7551948265128947
Tajikistan,,1.0,,,,0.1359584014815996,0.334865363997932,0.257322174988544,,0.22368081712401028,0.39036535151841717,1.0,1.0,0.23096139259611076,0.7524952007687072
Nepal,,0.9365750528541227,,,,0.3363458610925907,0.3272263989427661,0.3674005096199561,,0.41859632289289606,0.47722882908046627,0.9365750528541227,0.9365750528541227,0.36206463596988936,0.7516765522869854
Lao PDR,,0.9630021141649048,,,,0.2291322427745566,0.36264349106420524,0.31066171831109013,,0.33000297777151655,0.43908850881725464,0.9630021141649048,0.9630021141649048,0.3048738569249462,0.7511923290534678
"Iran, Islamic Rep.",,1.0,,,,0.16974951668704757,0.28103123616015635,0.14885377659039833,,0.27543331082580486,0.37501356805268143,1.0,1.0,0.21074341571749822,0.7459883150804887
Lebanon,,1.0,,,,0.17086051788676276,0.16091462079270547,0.29220268364770186,,0.2505184999368317,0.37489926445280036,1.0,1.0,0.21059288027354178,0.7459398672594366
Pakistan,,0.9534883720930232,,,,0.22325939442040485,0.3767410456130457,0.3163678251125112,,0.32354697001693056,0.43868072145118314,0.9534883720930232,0.9534883720930232,0.3068426892743936,0.7453741001189609
Cambodia,,0.9471458773784356,,,,0.15425656380880393,0.43527603060821074,0.3624580024638515,,0.3332999205252496,0.4464872789569103,0.9471458773784356,0.9471458773784356,0.31879434830217473,0.744919334323987
Honduras,,0.9534883720930232,,,,0.19734802093378634,0.32993469069294773,0.39094228655811164,,0.2672847598772003,0.42779962603101385,0.9534883720930232,0.9534883720930232,0.2925125147959708,0.7407621249553152
South Africa,,0.8699788583509515,,,,0.38772129292229773,0.44580860563251395,0.4606322627153486,,0.5499430336106514,0.5428168106463527,0.8699788583509515,0.8699788583509515,0.4659837905429334,0.7399584443098366
Gabon,,0.9376321353065539,,,,0.2195381713403076,0.3332527246769448,0.35815523710246927,,0.3204821958844229,0.4338120928621397,0.9376321353065539,0.9376321353065539,0.30460727378834934,0.7339015426547918
Iraq,,1.0,,,,0.1492352224358824,0.20198259058318052,0.20192094944075806,,0.1241520774926877,0.3354581679905017,1.0,1.0,0.1586497833609471,0.7292226756268826
Turkmenistan,,1.0,,,,0.1256282300302478,0.24139972314795138,0.06778233864239358,,0.17358642213777842,0.3216793427916742,1.0,1.0,0.14050335953298526,0.7233824916061252
Botswana,,0.7463002114164905,,,,0.6110415798096908,0.5938649610016974,0.614230721124375,,0.6227349974185898,0.6376344941541687,0.7463002114164905,0.7463002114164905,0.623433128143305,0.7067570825216711
"Venezuela, RB",,1.0,,,,0.06432935605876788,0.1568634616216652,0.07669624443598133,,0.014470046953173776,0.2624718218139176,1.0,1.0,0.06252829605974076,0.6982872593977674
Eswatini,,0.8562367864693446,,,,0.2840959821642893,0.3106174444300679,0.3554603385986203,,0.3862740022746765,0.43853691078739976,0.8562367864693446,0.8562367864693446,0.33226895340230617,0.687604741109879
IDA blend,,0.7665976149650676,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.538289717568912,0.7665976149650676,0.7665976149650676,0.487251889800151,0.6766939261808823
Solomon Islands,,0.8023255813953488,,,,0.42222962455346746,0.34319937181447824,0.3421291662183013,,0.466395296473111,0.4752558080909413,0.8023255813953488,0.8023255813953488,0.3948269564103276,0.6711775942943887
Comoros,,0.8921775898520085,,,,0.2253875652246869,0.17066189975976814,0.24449778383824106,,0.2083535234077119,0.34821567241648327,0.8921775898520085,0.8921775898520085,0.20385111974871967,0.6706489134652509
Nicaragua,,0.8763213530655392,,,,0.13372471299547334,0.2675664811628253,0.32125594450396355,,0.22345212860743968,0.3644641240670482,0.8763213530655392,0.8763213530655392,0.22942645608712126,0.668126874844365
Sao Tome and Principe,,0.8023255813953488,,,,0.5361228666925304,0.3068552138510401,0.3080124222466976,,0.36304066670589896,0.4632713501783032,0.8023255813953488,0.8023255813953488,0.37904367666819033,0.6660979566192707
Senegal,,0.7272727272727273,,,,0.4665371067817002,0.5161200258231695,0.4347784693922058,,0.46383066615164964,0.5217077990842904,0.7272727272727273,0.7272727272727273,0.4757718613790288,0.6463305343577954
Kenya,,0.7484143763213531,,,,0.27582843244643707,0.435764494173774,0.425038774769094,,0.4512467574766701,0.4672585670374657,0.7484143763213531,0.7484143763213531,0.39849474295451953,0.6357974182522234
Afghanistan,,0.8446088794926004,,,,0.18745904040330097,0.07337957354149971,0.23853541722601207,,0.13456734611526244,0.2957100513557351,0.8446088794926004,0.8446088794926004,0.1472317167129073,0.6201673586111566
Cote d'Ivoire,,0.7082452431289641,,,,0.3812004634054592,0.4237295110006116,0.4835541711657599,,0.41894863356971157,0.4831356044541013,0.7082452431289641,0.7082452431289641,0.4299848494749063,0.6186908537884065
Syrian Arab Republic,,0.8773784355179705,,,,0.05047179694650966,0.11618606765235168,0.12273205941378146,,0.042312139315321684,0.241816099769187,0.8773784355179705,0.8773784355179705,0.06762314908229373,0.6167695172319174
Rwanda,,0.6183932346723044,,,,0.6077879510740315,0.5847234145790922,0.5348433820907028,,0.5783981503300811,0.5848292265492423,0.6183932346723044,0.6183932346723044,0.5875798593000858,0.6084763615638337
IDA total,,0.6564639934766047,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5162629932712194,0.6564639934766047,0.6564639934766047,0.487251889800151,0.6020053390673987
"Yemen, Rep.",,0.8266384778012684,,,,0.07378071184507928,0.011294672622784496,0.11571644403145909,,0.0892615180838362,0.2233383648768855,0.8266384778012684,0.8266384778012684,0.05665305177666445,0.5788289576491111
"Gambia, The",,0.6501057082452432,,,,0.388536075141648,0.3739849455346893,0.3720493431598292,,0.43973866467870953,0.4448829473520238,0.6501057082452432,0.6501057082452432,0.3949206119135654,0.5679777949957339
Cameroon,,0.7040169133192389,,,,0.18570371337200658,0.30603130929688993,0.31371286682985655,,0.2808788188479158,0.3580687243331816,0.7040169133192389,0.7040169133192389,0.2663881154990235,0.5631719327168038
IDA only,,0.5974650329694334,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.5044632011697852,0.5974650329694334,0.5974650329694334,0.487251889800151,0.5619944056041198
Myanmar,,0.7547568710359408,,,,0.17329127878323058,0.1237979849469717,0.20223574846324072,,0.14239210470368396,0.2792947975866135,0.7547568710359408,0.7547568710359408,0.1492798139130957,0.5598921711111424
Vanuatu,,0.5940803382663848,,,,0.44980817664170253,0.3787182651371354,0.48282039020910505,,0.5631387222202433,0.4937131784949142,0.5940803382663848,0.5940803382663848,0.47398584976707137,0.5554295319497173
Namibia,,0.5422832980972516,,,,0.4785583935098226,0.5077722262791013,0.4950177462299397,,0.6359033497348008,0.5319070027701832,0.5422832980972516,0.5422832980972516,0.5379294384972133,0.5408820665650318
Fragile and conflict affected situations,,0.5660688087288267,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.4981839563216638,0.5660688087288267,0.5660688087288267,0.487251889800151,0.540702636591742
Least developed countries: UN classification,,0.5606146437273246,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.49709312332136335,0.5606146437273246,0.5606146437273246,0.487251889800151,0.5370038217126846
Djibouti,,0.6321353065539113,,,,0.2735239416369406,0.3436574900509662,0.30954230029978214,,0.26006790711098615,0.3637853891305173,0.6321353065539113,0.6321353065539113,0.29285015688449484,0.5229409149555898
Libya,,0.7167019027484144,,,,0.10229558634062286,0.14896566951444756,0.09380604612173721,,0.10582034096639109,0.2335179091383226,0.7167019027484144,0.7167019027484144,0.09901613085933775,0.5179079911195522
Benin,,0.5454545454545455,,,,0.4418198144101307,0.4539807503089835,0.4452670749016,,0.40829728833953605,0.4589638946829592,0.5454545454545455,0.5454545454545455,0.44102960160001775,0.5118467726917405
Togo,,0.5687103594080338,,,,0.3107459931398838,0.3766847174969191,0.4032229460607943,,0.4030831644888299,0.41248943611889216,0.5687103594080338,0.5687103594080338,0.3736982304428887,0.5059483116220033
Sub-Saharan Africa,,0.5058808763326248,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.4861463698424234,0.5058808763326248,0.5058808763326248,0.487251889800151,0.49988538595384213
Sub-Saharan Africa (IDA & IBRD),,0.5058808763326248,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.4861463698424234,0.5058808763326248,0.5058808763326248,0.487251889800151,0.49988538595384213
Sub-Saharan Africa (excluding high income),,0.5032503353839493,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.48562026165268823,0.5032503353839493,0.5032503353839493,0.487251889800151,0.49810144945792545
Equatorial Guinea,,0.6501057082452432,,,,0.09185886850261299,0.21689150096235132,0.19423208868973646,,0.20897526407219602,0.272412686094428,0.6501057082452432,0.6501057082452432,0.16778089475059788,0.4948759122649651
Pre-demographic dividend,,0.4982134071900508,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.4846128760139086,0.4982134071900508,0.4982134071900508,0.487251889800151,0.49468558929542505
Nigeria,,0.5898520084566596,,,,0.2136826189431025,0.3185934928425826,0.3087304321481146,,0.3168938371539798,0.3495504779088878,0.5898520084566596,0.5898520084566596,0.28524032070146055,0.4918168072385231
Lesotho,,0.5486257928118393,,,,0.3359890513986471,0.2958396925937329,0.38257952026944586,,0.4144452069930595,0.39549585281334493,0.5486257928118393,0.5486257928118393,0.35660822820763416,0.48682750554940807
Heavily indebted poor countries (HIPC),,0.47707307346574845,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.48038480926904814,0.47707307346574845,0.47707307346574845,0.487251889800151,0.4803489894847935
Zimbabwe,,0.5983086680761099,,,,0.16300118567145516,0.24918483336090352,0.22321388625766286,,0.22370204005731664,0.29148212268468965,0.5983086680761099,0.5983086680761099,0.20653806596149232,0.47222253496449057
Sudan,,0.6405919661733616,,,,0.10757717631556235,0.07552183829514225,0.16681666890023733,,0.12869609578183788,0.2238407490932283,0.6405919661733616,0.6405919661733616,0.10631855209197684,0.46864320727655073
Ethiopia,,0.5285412262156448,,,,0.3462101458494952,0.3356523665789659,0.2907931213849071,,0.368935807102021,0.37402653342620684,0.5285412262156448,0.5285412262156448,0.3336237754146092,0.4658096493315611
Zambia,,0.4830866807610994,,,,0.34330025539860254,0.35926561326845086,0.4021856873442916,,0.4026936780219156,0.398106382958872,0.4830866807610994,0.4830866807610994,0.3773089688902925,0.4490435376891158
Mali,,0.5190274841437632,,,,0.2549064967674263,0.2560167794657502,0.3635351569671,,0.29536730750321716,0.33777064496945136,0.5190274841437632,0.5190274841437632,0.288381410406351,0.4447971274044905
Uganda,,0.4873150105708245,,,,0.21331434261949483,0.3828292296269159,0.3980822549177376,,0.4156635074828101,0.37944086904355656,0.4873150105708245,0.4873150105708245,0.3516131541653552,0.44364118145276304
Low income,,0.42148194371754016,,,,0.43767118348609846,0.48507279943580006,0.4902908068952206,,0.5118161830623729,0.46926658331940646,0.42148194371754016,0.42148194371754016,0.487251889800151,0.4426491219890991
Tanzania,,0.4534883720930233,,,,0.3796149755390462,0.4031565326782884,0.38295327745697194,,0.4399339855524886,0.4118294286639637,0.4534883720930233,0.4534883720930233,0.40317800265536025,0.43729665198035367
Angola,,0.4830866807610994,,,,0.3128756727112274,0.28393463618683346,0.3461063413340556,,0.266313753627474,0.33846341692413795,0.4830866807610994,0.4830866807610994,0.29876043340882663,0.42376374117814297
Mauritania,,0.474630021141649,,,,0.26392224407099885,0.3367423733655415,0.29589888070386544,,0.3763697385274717,0.34951265156190525,0.474630021141649,0.474630021141649,0.3155394923851948,0.423428860367172
Guinea,,0.4830866807610994,,,,0.24665865703382087,0.30567051424054315,0.27908301924102985,,0.26274832935721887,0.3154494401267424,0.4830866807610994,0.4830866807610994,0.2684515085980265,0.41400921874195834
"Korea, Dem. People's Rep.",,0.5507399577167019,,,,0.08861337339301917,0.18164113493224354,0.0,,0.1361879338667149,0.1914364799817359,0.5507399577167019,0.5507399577167019,0.08730945139555969,0.4015910420180769
"Congo, Rep.",,0.4852008456659619,,,,0.14365687169604086,0.21389102154464412,0.2442903384427188,,0.28509282622921833,0.2744263807157168,0.4852008456659619,0.4852008456659619,0.21386813748905148,0.39787603932247534
Eritrea,,0.5179704016913319,,,,0.11374482403743635,0.11498185208180278,0.004970767465186765,,0.10766773455484657,0.17186711596612086,0.5179704016913319,0.5179704016913319,0.0701683729941142,0.37385130267467837
Haiti,,0.4852008456659619,,,,0.12096838924522413,0.02207672089580076,0.2120863070347236,,0.2030119335926434,0.2086688392868708,0.4852008456659619,0.4852008456659619,0.1272668344436988,0.3700045671791382
Somalia,,0.474630021141649,,,,0.05447378786065843,0.07484579825357723,0.10788511374380849,,0.0,0.14236694419993862,0.474630021141649,0.474630021141649,0.04273293988948018,0.3356297169244659
Madagascar,,0.3594080338266385,,,,0.22306961895621694,0.2809496053002939,0.33797874753661705,,0.29601427892645205,0.29948405690924373,0.3594080338266385,0.3594080338266385,0.28000187057818277,0.33385222127922687
Mozambique,,0.32346723044397463,,,,0.2625909903124546,0.3468534755063538,0.3573652687860082,,0.28372023872262964,0.3147994407542842,0.32346723044397463,0.32346723044397463,0.30963856678611684,0.3190166598363047
Guinea-Bissau,,0.3710359408033827,,,,0.18206552734453746,0.19273079374193924,0.2420605162653181,,0.18558468197134864,0.23469549202530526,0.3710359408033827,0.3710359408033827,0.19161394739446946,0.31329136981719685
Sierra Leone,,0.3181818181818182,,,,0.32101316670839186,0.25236030203777415,0.2816128882040955,,0.3299891571919632,0.30063146646480854,0.3181818181818182,0.3181818181818182,0.2923717971882402,0.30987520782094713
Liberia,,0.2864693446088795,,,,0.24880430210388593,0.20935382386816598,0.31153458861242034,,0.2824502572524731,0.26772246328916494,0.2864693446088795,0.2864693446088795,0.25738426267735326,0.2771086996493379
Burkina Faso,,0.1723044397463002,,,,0.4141974322101367,0.32326034783420066,0.4048410011025325,,0.35180854335455947,0.33328235284954594,0.1723044397463002,0.1723044397463002,0.3737958194620783,0.23715174780504725
Papua New Guinea,,0.15961945031712474,,,,0.3020063502085372,0.32839181355131797,0.3713847053785329,,0.4001385110178262,0.3123081660946678,0.15961945031712474,0.15961945031712474,0.3495144283720523,0.22073461146251547
Niger,,0.1553911205073996,,,,0.32347861553120494,0.36315209930911185,0.33427715486888,,0.35987024857674454,0.30723384775866813,0.1553911205073996,0.1553911205073996,0.3439453818754583,0.21607478990294213
Malawi,,0.10782241014799154,,,,0.31451150539126455,0.31609641228136676,0.3437799059706132,,0.4920996097519039,0.31486196870862804,0.10782241014799154,0.10782241014799154,0.36652085598929435,0.1910810479887467
"Congo, Dem. Rep.",,0.17653276955602537,,,,0.11253739890643505,0.13751828225882906,0.2082579365383641,,0.1295194828381926,0.15287317401956924,0.17653276955602537,0.17653276955602537,0.1350869900079137,0.16319399924296044
Central African Republic,,0.12896405919661735,,,,0.15145459135099143,0.1276282198575417,0.19551233401257911,,0.10827903490536372,0.14236764786461867,0.12896405919661735,0.12896405919661735,0.13378083116944267,0.13051427289018153
Burundi,,0.06553911205073995,,,,0.09516029772198686,0.24277446278759307,0.2983223735978324,,0.22994417826556568,0.18634808488474358,0.06553911205073995,0.06553911205073995,0.20840800945955595,0.11151955754350332
Chad,,0.0697674418604651,,,,0.11210131036144971,0.18270692961059043,0.2619659556968733,,0.2052536629741722,0.16635906010071014,0.0697674418604651,0.0697674418604651,0.1809691586761661,0.10555622844369891
South Sudan,,0.0,,,,0.0,0.0,0.0573141412403021,,0.01765206067693792,0.014993240383448004,0.0,0.0,0.0,0.0
